bbcid,system,summary,hallucination_type,hallucinated_span,hallucinated_span_start,hallucinated_span_end,worker_id,start,end
33627800,TranS2S,liverpool have completed the signing of striker christian benteke from aston villa for an undisclosed fee.,intrinsic,villa,78,83,wid_0,liverpool have completed the signing of striker christian benteke from aston ,for an undisclosed fee.
33627800,TranS2S,liverpool have completed the signing of striker christian benteke from aston villa for an undisclosed fee.,extrinsic,undisclosed fee,91,106,wid_0,liverpool have completed the signing of striker christian benteke from aston villa for an ,
33627800,TranS2S,liverpool have completed the signing of striker christian benteke from aston villa for an undisclosed fee.,intrinsic,striker,41,48,wid_1,liverpool have completed the signing of ,christian benteke from aston villa for an undisclosed fee.
33627800,TranS2S,liverpool have completed the signing of striker christian benteke from aston villa for an undisclosed fee.,extrinsic,aston,72,77,wid_1,liverpool have completed the signing of striker christian benteke from ,villa for an undisclosed fee.
33627800,TranS2S,liverpool have completed the signing of striker christian benteke from aston villa for an undisclosed fee.,intrinsic,villa,78,83,wid_1,liverpool have completed the signing of striker christian benteke from aston ,for an undisclosed fee.
33627800,TranS2S,liverpool have completed the signing of striker christian benteke from aston villa for an undisclosed fee.,extrinsic,undisclosed fee,91,106,wid_1,liverpool have completed the signing of striker christian benteke from aston villa for an ,
33627800,TranS2S,liverpool have completed the signing of striker christian benteke from aston villa for an undisclosed fee.,intrinsic,striker,41,48,wid_2,liverpool have completed the signing of ,christian benteke from aston villa for an undisclosed fee.
33627800,TranS2S,liverpool have completed the signing of striker christian benteke from aston villa for an undisclosed fee.,extrinsic,aston,72,77,wid_2,liverpool have completed the signing of striker christian benteke from ,villa for an undisclosed fee.
33627800,TranS2S,liverpool have completed the signing of striker christian benteke from aston villa for an undisclosed fee.,intrinsic,villa,78,83,wid_2,liverpool have completed the signing of striker christian benteke from aston ,for an undisclosed fee.
33627800,TranS2S,liverpool have completed the signing of striker christian benteke from aston villa for an undisclosed fee.,extrinsic,undisclosed fee,91,106,wid_2,liverpool have completed the signing of striker christian benteke from aston villa for an ,
36207647,TranS2S,a motorcyclist killed in a crash with a tractor and a tractor in lincolnshire has been named.,intrinsic,lincolnshire has been named,66,93,wid_0,a motorcyclist killed in a crash with a tractor and a tractor in ,
36207647,TranS2S,a motorcyclist killed in a crash with a tractor and a tractor in lincolnshire has been named.,extrinsic,lincolnshire has been named,66,93,wid_1,a motorcyclist killed in a crash with a tractor and a tractor in ,
36207647,TranS2S,a motorcyclist killed in a crash with a tractor and a tractor in lincolnshire has been named.,extrinsic,lincolnshire has been named,66,93,wid_2,a motorcyclist killed in a crash with a tractor and a tractor in ,
37643322,TranS2S,"arsenal manager arsene wenger says his future at the club is "" not good enough "", despite speculation linking him with a permanent job.",extrinsic,manager arsene,9,23,wid_0,arsenal ,"wenger says his future at the club is "" not good enough "", despite speculation linking him with a permanent job."
37643322,TranS2S,"arsenal manager arsene wenger says his future at the club is "" not good enough "", despite speculation linking him with a permanent job.",extrinsic,not good enough,64,79,wid_0,"arsenal manager arsene wenger says his future at the club is "" ",""", despite speculation linking him with a permanent job."
37643322,TranS2S,"arsenal manager arsene wenger says his future at the club is "" not good enough "", despite speculation linking him with a permanent job.",extrinsic,manager arsene,9,23,wid_1,arsenal ,"wenger says his future at the club is "" not good enough "", despite speculation linking him with a permanent job."
37643322,TranS2S,"arsenal manager arsene wenger says his future at the club is "" not good enough "", despite speculation linking him with a permanent job.",extrinsic,not good enough,64,79,wid_1,"arsenal manager arsene wenger says his future at the club is "" ",""", despite speculation linking him with a permanent job."
37643322,TranS2S,"arsenal manager arsene wenger says his future at the club is "" not good enough "", despite speculation linking him with a permanent job.",extrinsic,arsene,17,23,wid_2,arsenal manager ,"wenger says his future at the club is "" not good enough "", despite speculation linking him with a permanent job."
37643322,TranS2S,"arsenal manager arsene wenger says his future at the club is "" not good enough "", despite speculation linking him with a permanent job.",intrinsic,his,36,39,wid_2,arsenal manager arsene wenger says ,"future at the club is "" not good enough "", despite speculation linking him with a permanent job."
37643322,TranS2S,"arsenal manager arsene wenger says his future at the club is "" not good enough "", despite speculation linking him with a permanent job.",extrinsic,not good enough,64,79,wid_2,"arsenal manager arsene wenger says his future at the club is "" ",""", despite speculation linking him with a permanent job."
36362101,TranS2S,wrexham have signed midfielder jackson jackson from championship rivals barnsley for an undisclosed fee on a two-year deal.,intrinsic,wrexham have signed midfielder jackson jackson from championship rivals barnsley for an undisclosed fee on a two-year deal,1,123,wid_0,,
36362101,TranS2S,wrexham have signed midfielder jackson jackson from championship rivals barnsley for an undisclosed fee on a two-year deal.,extrinsic,wrexham have signed midfielder jackson jackson from championship rivals barnsley for an undisclosed fee on a two-year deal,1,123,wid_1,,
36362101,TranS2S,wrexham have signed midfielder jackson jackson from championship rivals barnsley for an undisclosed fee on a two-year deal.,intrinsic,wrexham have signed midfielder jackson jackson from championship rivals barnsley,1,81,wid_2,,for an undisclosed fee on a two-year deal.
36362101,TranS2S,wrexham have signed midfielder jackson jackson from championship rivals barnsley for an undisclosed fee on a two-year deal.,extrinsic,undisclosed fee on a two-year deal,89,123,wid_2,wrexham have signed midfielder jackson jackson from championship rivals barnsley for an ,
39605527,TranS2S,huddersfield town\'s hopes of a place in the championship play-offs were dealt a further blow with stevenage.,extrinsic,town\'s hopes of a place in the championship play-offs were dealt a further blow with stevenage,14,108,wid_0,huddersfield ,.
39605527,TranS2S,huddersfield town\'s hopes of a place in the championship play-offs were dealt a further blow with stevenage.,extrinsic,town\'s hopes of a place in the championship play-offs were dealt a further blow with stevenage,14,108,wid_1,huddersfield ,.
39605527,TranS2S,huddersfield town\'s hopes of a place in the championship play-offs were dealt a further blow with stevenage.,extrinsic,town\'s hopes of a place in the championship play-offs were dealt a further blow with stevenage,14,108,wid_2,huddersfield ,.
36476135,TranS2S,"new zealand legend paul kalus has said he would be playing the cast of black panther, according to co-star paul o \'connell.",extrinsic,"new zealand legend paul kalus has said he would be playing the cast of black panther, according to co-star paul o \'connell",1,123,wid_0,,.
36476135,TranS2S,"new zealand legend paul kalus has said he would be playing the cast of black panther, according to co-star paul o \'connell.",extrinsic,"new zealand legend paul kalus has said he would be playing the cast of black panther, according to co-star paul o \'connell",1,123,wid_1,,.
36476135,TranS2S,"new zealand legend paul kalus has said he would be playing the cast of black panther, according to co-star paul o \'connell.",extrinsic,"new zealand legend paul kalus has said he would be playing the cast of black panther, according to co-star paul o \'connell.\n",0,124,wid_1,"new zealand legend paul kalus has said he would be playing the cast of black panther, according to co-star paul o \'connell",
36476135,TranS2S,"new zealand legend paul kalus has said he would be playing the cast of black panther, according to co-star paul o \'connell.",extrinsic,"new zealand legend paul kalus has said he would be playing the cast of black panther, according to co-star paul o \'connell",1,123,wid_2,,.
37543139,TranS2S,the football association will meet uefa to discuss its bid to join the island of kosovo.,intrinsic,island of kosovo,72,88,wid_0,the football association will meet uefa to discuss its bid to join the ,
37543139,TranS2S,the football association will meet uefa to discuss its bid to join the island of kosovo.,intrinsic,island of kosovo,72,88,wid_1,the football association will meet uefa to discuss its bid to join the ,
37543139,TranS2S,the football association will meet uefa to discuss its bid to join the island of kosovo.,intrinsic,island of kosovo,72,88,wid_2,the football association will meet uefa to discuss its bid to join the ,
37573886,TranS2S,"the women\'s equality commission ( ehrc ) has criticised the company behind its controversial "" sexism "" campaign.",intrinsic,women\'s equality commission ( ehrc ),5,41,wid_0,the ," has criticised the company behind its controversial "" sexism "" campaign."
37573886,TranS2S,"the women\'s equality commission ( ehrc ) has criticised the company behind its controversial "" sexism "" campaign.",extrinsic,criticised,46,56,wid_0,the women\'s equality commission ( ehrc ) has," the company behind its controversial "" sexism "" campaign."
37573886,TranS2S,"the women\'s equality commission ( ehrc ) has criticised the company behind its controversial "" sexism "" campaign.",intrinsic,women\'s equality commission ( ehrc ),5,41,wid_1,the ," has criticised the company behind its controversial "" sexism "" campaign."
37573886,TranS2S,"the women\'s equality commission ( ehrc ) has criticised the company behind its controversial "" sexism "" campaign.",extrinsic,criticised,46,56,wid_1,the women\'s equality commission ( ehrc ) has," the company behind its controversial "" sexism "" campaign."
37573886,TranS2S,"the women\'s equality commission ( ehrc ) has criticised the company behind its controversial "" sexism "" campaign.",extrinsic,"criticised the company behind its controversial "" sexism "" campaign",46,113,wid_2,the women\'s equality commission ( ehrc ) has,.
38865319,TranS2S,"alexis sanchez salvaged a late equaliser for hull city against 10-man arsenal, who missed the chance to go top of the premier league.",extrinsic,salvaged a late equaliser for hull city,16,55,wid_0,alexis sanchez ,"against 10-man arsenal, who missed the chance to go top of the premier league."
38865319,TranS2S,"alexis sanchez salvaged a late equaliser for hull city against 10-man arsenal, who missed the chance to go top of the premier league.",extrinsic,10-man,64,70,wid_0,alexis sanchez salvaged a late equaliser for hull city against ,"arsenal, who missed the chance to go top of the premier league."
38865319,TranS2S,"alexis sanchez salvaged a late equaliser for hull city against 10-man arsenal, who missed the chance to go top of the premier league.",extrinsic,missed the chance to go top,84,111,wid_0,"alexis sanchez salvaged a late equaliser for hull city against 10-man arsenal, who ",of the premier league.
38865319,TranS2S,"alexis sanchez salvaged a late equaliser for hull city against 10-man arsenal, who missed the chance to go top of the premier league.",intrinsic,premier,119,126,wid_0,"alexis sanchez salvaged a late equaliser for hull city against 10-man arsenal, who missed the chance to go top of the ",league.
38865319,TranS2S,"alexis sanchez salvaged a late equaliser for hull city against 10-man arsenal, who missed the chance to go top of the premier league.",intrinsic,hull city against 10-man,46,70,wid_1,alexis sanchez salvaged a late equaliser for ,"arsenal, who missed the chance to go top of the premier league."
38865319,TranS2S,"alexis sanchez salvaged a late equaliser for hull city against 10-man arsenal, who missed the chance to go top of the premier league.",extrinsic,go top of the premier ,105,127,wid_1,"alexis sanchez salvaged a late equaliser for hull city against 10-man arsenal, who missed the chance to ",eague.
38865319,TranS2S,"alexis sanchez salvaged a late equaliser for hull city against 10-man arsenal, who missed the chance to go top of the premier league.",extrinsic,10,64,66,wid_2,alexis sanchez salvaged a late equaliser for hull city against ,"man arsenal, who missed the chance to go top of the premier league."
36129628,TranS2S,the republic of ireland\'s two main political parties are due to take part in a general election that will see a fine of up to 50% of,extrinsic,the republic of ireland\'s two main political parties are due to take part in a general election that will see a fine of up to 50% of,1,133,wid_0,,
36129628,TranS2S,the republic of ireland\'s two main political parties are due to take part in a general election that will see a fine of up to 50% of,extrinsic,the republic of ireland\'s two main political parties are due to take part in a general election that will see a fine of up to 50% of\n,0,133,wid_1,the republic of ireland\'s two main political parties are due to take part in a general election that will see a fine of up to 50% o,
36129628,TranS2S,the republic of ireland\'s two main political parties are due to take part in a general election that will see a fine of up to 50% of,extrinsic,the republic of ireland\'s two main political parties are due to take part in a general election that will see a fine of up to 50% of,1,133,wid_2,,
38156376,TranS2S,police have appealed for help in tracing a woman who has been missing for six years.,extrinsic,six years,75,84,wid_0,police have appealed for help in tracing a woman who has been missing for ,
38156376,TranS2S,police have appealed for help in tracing a woman who has been missing for six years.,extrinsic,six years,75,84,wid_1,police have appealed for help in tracing a woman who has been missing for ,
38156376,TranS2S,police have appealed for help in tracing a woman who has been missing for six years.,extrinsic,six years,75,84,wid_2,police have appealed for help in tracing a woman who has been missing for ,
39753996,TranS2S,inverness caledonian thistle ended a run of three straight scottish premiership defeats with a win over hamilton academical.,extrinsic,ended a run of three straight scottish premiership defeats with a win,30,99,wid_0,inverness caledonian thistle ,over hamilton academical.
39753996,TranS2S,inverness caledonian thistle ended a run of three straight scottish premiership defeats with a win over hamilton academical.,extrinsic,ended a run of three straight scottish premiership defeats with a win,30,99,wid_1,inverness caledonian thistle ,over hamilton academical.
39753996,TranS2S,inverness caledonian thistle ended a run of three straight scottish premiership defeats with a win over hamilton academical.,extrinsic,ended a run of three straight scottish premiership defeats with a win,30,99,wid_2,inverness caledonian thistle ,over hamilton academical.
11154244,TranS2S,"parents who eat lunches at school are more likely to eat a meal than their children, a survey suggests.",extrinsic,parents who eat lunches at school are more likely to eat a meal than their children,1,84,wid_0,, a survey suggests.
11154244,TranS2S,"parents who eat lunches at school are more likely to eat a meal than their children, a survey suggests.",extrinsic,parents who eat lunches at school are more likely to eat a meal than their children,1,84,wid_1,, a survey suggests.
11154244,TranS2S,"parents who eat lunches at school are more likely to eat a meal than their children, a survey suggests.",extrinsic,parents who eat lunches at school are more likely to eat a meal than their children,1,84,wid_2,, a survey suggests.
29360284,TranS2S,"more than 100 new parking units are needed to improve facilities at a west yorkshire park, the council has said.",extrinsic,more than 100,1,14,wid_0,,"new parking units are needed to improve facilities at a west yorkshire park, the council has said."
29360284,TranS2S,"more than 100 new parking units are needed to improve facilities at a west yorkshire park, the council has said.",intrinsic,west yorkshire,71,85,wid_0,more than 100 new parking units are needed to improve facilities at a ,"park, the council has said."
29360284,TranS2S,"more than 100 new parking units are needed to improve facilities at a west yorkshire park, the council has said.",extrinsic,more than 100 new parking units,1,32,wid_1,,"are needed to improve facilities at a west yorkshire park, the council has said."
29360284,TranS2S,"more than 100 new parking units are needed to improve facilities at a west yorkshire park, the council has said.",extrinsic,west yorkshire park,71,90,wid_1,more than 100 new parking units are needed to improve facilities at a , the council has said.
29360284,TranS2S,"more than 100 new parking units are needed to improve facilities at a west yorkshire park, the council has said.",extrinsic,more than 100,1,14,wid_2,,"new parking units are needed to improve facilities at a west yorkshire park, the council has said."
29360284,TranS2S,"more than 100 new parking units are needed to improve facilities at a west yorkshire park, the council has said.",extrinsic,west yorkshire,71,85,wid_2,more than 100 new parking units are needed to improve facilities at a ,"park, the council has said."
26668081,TranS2S,the scottish spca has called for a licensing of airguns after the scottish spca was shot in the leg by a gunman.,intrinsic,scottish spca,5,18,wid_0,the ,has called for a licensing of airguns after the scottish spca was shot in the leg by a gunman.
26668081,TranS2S,the scottish spca has called for a licensing of airguns after the scottish spca was shot in the leg by a gunman.,intrinsic,scottish spca,5,18,wid_1,the ,has called for a licensing of airguns after the scottish spca was shot in the leg by a gunman.
26668081,TranS2S,the scottish spca has called for a licensing of airguns after the scottish spca was shot in the leg by a gunman.,intrinsic,scottish spca,5,18,wid_2,the ,has called for a licensing of airguns after the scottish spca was shot in the leg by a gunman.
40639020,TranS2S,a man has been charged with the murder of a dallas teenager who was shot dead in the us state of texas.,intrinsic,dallas teenager,45,60,wid_0,a man has been charged with the murder of a ,who was shot dead in the us state of texas.
40639020,TranS2S,a man has been charged with the murder of a dallas teenager who was shot dead in the us state of texas.,intrinsic,us state of texas,86,103,wid_0,a man has been charged with the murder of a dallas teenager who was shot dead in the ,
40639020,TranS2S,a man has been charged with the murder of a dallas teenager who was shot dead in the us state of texas.,intrinsic,dallas teenager,45,60,wid_1,a man has been charged with the murder of a ,who was shot dead in the us state of texas.
40639020,TranS2S,a man has been charged with the murder of a dallas teenager who was shot dead in the us state of texas.,intrinsic,us state of texas,86,103,wid_1,a man has been charged with the murder of a dallas teenager who was shot dead in the ,
40639020,TranS2S,a man has been charged with the murder of a dallas teenager who was shot dead in the us state of texas.,extrinsic,us state,86,94,wid_2,a man has been charged with the murder of a dallas teenager who was shot dead in the ,of texas.
34802406,TranS2S,"young people in edinburgh are more likely to be living in violent crime than girls, according to new research.",,,-1,-1,wid_0,"young people in edinburgh are more likely to be living in violent crime than girls, according to new researc",.
34802406,TranS2S,"young people in edinburgh are more likely to be living in violent crime than girls, according to new research.",,,-1,-1,wid_1,"young people in edinburgh are more likely to be living in violent crime than girls, according to new researc",.
34802406,TranS2S,"young people in edinburgh are more likely to be living in violent crime than girls, according to new research.",intrinsic,young people,1,13,wid_2,,"in edinburgh are more likely to be living in violent crime than girls, according to new research."
24978479,TranS2S,a lorry driver has become the first woman to die in london after being hit by a lorry in a lorry in central london.,extrinsic,lorry driver,3,15,wid_0,a ,has become the first woman to die in london after being hit by a lorry in a lorry in central london.
24978479,TranS2S,a lorry driver has become the first woman to die in london after being hit by a lorry in a lorry in central london.,extrinsic,first woman,31,42,wid_0,a lorry driver has become the ,to die in london after being hit by a lorry in a lorry in central london.
24978479,TranS2S,a lorry driver has become the first woman to die in london after being hit by a lorry in a lorry in central london.,intrinsic,central,101,108,wid_0,a lorry driver has become the first woman to die in london after being hit by a lorry in a lorry in ,london.
24978479,TranS2S,a lorry driver has become the first woman to die in london after being hit by a lorry in a lorry in central london.,extrinsic,lorry driver,3,15,wid_1,a ,has become the first woman to die in london after being hit by a lorry in a lorry in central london.
24978479,TranS2S,a lorry driver has become the first woman to die in london after being hit by a lorry in a lorry in central london.,extrinsic,first woman,31,42,wid_1,a lorry driver has become the ,to die in london after being hit by a lorry in a lorry in central london.
24978479,TranS2S,a lorry driver has become the first woman to die in london after being hit by a lorry in a lorry in central london.,intrinsic,central,101,108,wid_1,a lorry driver has become the first woman to die in london after being hit by a lorry in a lorry in ,london.
24978479,TranS2S,a lorry driver has become the first woman to die in london after being hit by a lorry in a lorry in central london.,extrinsic,lorry driver,3,15,wid_2,a ,has become the first woman to die in london after being hit by a lorry in a lorry in central london.
24978479,TranS2S,a lorry driver has become the first woman to die in london after being hit by a lorry in a lorry in central london.,extrinsic,first woman,31,42,wid_2,a lorry driver has become the ,to die in london after being hit by a lorry in a lorry in central london.
24978479,TranS2S,a lorry driver has become the first woman to die in london after being hit by a lorry in a lorry in central london.,intrinsic,central,101,108,wid_2,a lorry driver has become the first woman to die in london after being hit by a lorry in a lorry in ,london.
35428466,TranS2S,writer william mcilvanney is to be given the freedom of the university of glasgow.,extrinsic,given the freedom,36,53,wid_0,writer william mcilvanney is to be ,of the university of glasgow.
35428466,TranS2S,writer william mcilvanney is to be given the freedom of the university of glasgow.,extrinsic,given the freedom,36,53,wid_1,writer william mcilvanney is to be ,of the university of glasgow.
35428466,TranS2S,writer william mcilvanney is to be given the freedom of the university of glasgow.,extrinsic,the freedom of,42,56,wid_2,writer william mcilvanney is to be given ,the university of glasgow.
37278170,TranS2S,"women who pay men as men are more likely to get women into work than men, a study suggests.",extrinsic,women who pay men as men are more likely to get women into work than men,1,73,wid_0,, a study suggests.
37278170,TranS2S,"women who pay men as men are more likely to get women into work than men, a study suggests.",extrinsic,women who pay men as men are more likely to get women into work than men,1,73,wid_1,, a study suggests.
37278170,TranS2S,"women who pay men as men are more likely to get women into work than men, a study suggests.",extrinsic,women who pay men as men are more likely to get women into work than men,1,73,wid_2,, a study suggests.
35977985,TranS2S,"cowdenbeath head coach shaun barrow says his side are in a "" tough "" way to claim their first national league win of the season.",extrinsic,cowdenbeath head coach shaun,1,29,wid_0,,"barrow says his side are in a "" tough "" way to claim their first national league win of the season."
35977985,TranS2S,"cowdenbeath head coach shaun barrow says his side are in a "" tough "" way to claim their first national league win of the season.",intrinsic,barrow says,30,41,wid_0,cowdenbeath head coach shaun ,"his side are in a "" tough "" way to claim their first national league win of the season."
35977985,TranS2S,"cowdenbeath head coach shaun barrow says his side are in a "" tough "" way to claim their first national league win of the season.",extrinsic,first,89,94,wid_0,"cowdenbeath head coach shaun barrow says his side are in a "" tough "" way to claim their ",national league win of the season.
35977985,TranS2S,"cowdenbeath head coach shaun barrow says his side are in a "" tough "" way to claim their first national league win of the season.",extrinsic,cowdenbeath head coach shaun,1,29,wid_1,,"barrow says his side are in a "" tough "" way to claim their first national league win of the season."
35977985,TranS2S,"cowdenbeath head coach shaun barrow says his side are in a "" tough "" way to claim their first national league win of the season.",intrinsic,barrow says,30,41,wid_1,cowdenbeath head coach shaun ,"his side are in a "" tough "" way to claim their first national league win of the season."
35977985,TranS2S,"cowdenbeath head coach shaun barrow says his side are in a "" tough "" way to claim their first national league win of the season.",extrinsic,first,89,94,wid_1,"cowdenbeath head coach shaun barrow says his side are in a "" tough "" way to claim their ",national league win of the season.
35977985,TranS2S,"cowdenbeath head coach shaun barrow says his side are in a "" tough "" way to claim their first national league win of the season.",extrinsic,cowdenbeath head coach shaun,1,29,wid_2,,"barrow says his side are in a "" tough "" way to claim their first national league win of the season."
35977985,TranS2S,"cowdenbeath head coach shaun barrow says his side are in a "" tough "" way to claim their first national league win of the season.",intrinsic,barrow says,30,41,wid_2,cowdenbeath head coach shaun ,"his side are in a "" tough "" way to claim their first national league win of the season."
35977985,TranS2S,"cowdenbeath head coach shaun barrow says his side are in a "" tough "" way to claim their first national league win of the season.",extrinsic,first,89,94,wid_2,"cowdenbeath head coach shaun barrow says his side are in a "" tough "" way to claim their ",national league win of the season.
34104114,TranS2S,"chinese authorities have arrested 21 people suspected of selling fake stockpiles, state media report.",extrinsic,21 people suspected of selling fake stockpiles,35,81,wid_0,chinese authorities have arrested , state media report.
34104114,TranS2S,"chinese authorities have arrested 21 people suspected of selling fake stockpiles, state media report.",extrinsic,21 people suspected of selling fake stockpiles,35,81,wid_1,chinese authorities have arrested , state media report.
34104114,TranS2S,"chinese authorities have arrested 21 people suspected of selling fake stockpiles, state media report.",extrinsic,21 people,35,44,wid_2,chinese authorities have arrested ,"suspected of selling fake stockpiles, state media report."
34104114,TranS2S,"chinese authorities have arrested 21 people suspected of selling fake stockpiles, state media report.",extrinsic,stockpiles,71,81,wid_2,chinese authorities have arrested 21 people suspected of selling fake , state media report.
36964876,TranS2S,"six residential homes in southampton are facing eviction because of a shortage of council tenants, the bbc has learned.",extrinsic,six,1,4,wid_0,,"residential homes in southampton are facing eviction because of a shortage of council tenants, the bbc has learned."
36964876,TranS2S,"six residential homes in southampton are facing eviction because of a shortage of council tenants, the bbc has learned.",intrinsic,council tenants,83,98,wid_0,six residential homes in southampton are facing eviction because of a shortage of , the bbc has learned.
36964876,TranS2S,"six residential homes in southampton are facing eviction because of a shortage of council tenants, the bbc has learned.",extrinsic,bbc has learned,104,119,wid_0,"six residential homes in southampton are facing eviction because of a shortage of council tenants, the ",
36964876,TranS2S,"six residential homes in southampton are facing eviction because of a shortage of council tenants, the bbc has learned.",extrinsic,six,1,4,wid_1,,"residential homes in southampton are facing eviction because of a shortage of council tenants, the bbc has learned."
36964876,TranS2S,"six residential homes in southampton are facing eviction because of a shortage of council tenants, the bbc has learned.",extrinsic,eviction,49,57,wid_1,six residential homes in southampton are facing ,"because of a shortage of council tenants, the bbc has learned."
36964876,TranS2S,"six residential homes in southampton are facing eviction because of a shortage of council tenants, the bbc has learned.",extrinsic,shortage of council tenants,71,98,wid_1,six residential homes in southampton are facing eviction because of a , the bbc has learned.
36964876,TranS2S,"six residential homes in southampton are facing eviction because of a shortage of council tenants, the bbc has learned.",extrinsic,bbc,104,107,wid_1,"six residential homes in southampton are facing eviction because of a shortage of council tenants, the ",has learned.
36964876,TranS2S,"six residential homes in southampton are facing eviction because of a shortage of council tenants, the bbc has learned.",extrinsic,six,1,4,wid_2,,"residential homes in southampton are facing eviction because of a shortage of council tenants, the bbc has learned."
36964876,TranS2S,"six residential homes in southampton are facing eviction because of a shortage of council tenants, the bbc has learned.",extrinsic,eviction,49,57,wid_2,six residential homes in southampton are facing ,"because of a shortage of council tenants, the bbc has learned."
36964876,TranS2S,"six residential homes in southampton are facing eviction because of a shortage of council tenants, the bbc has learned.",extrinsic,shortage of council tenants,71,98,wid_2,six residential homes in southampton are facing eviction because of a , the bbc has learned.
36964876,TranS2S,"six residential homes in southampton are facing eviction because of a shortage of council tenants, the bbc has learned.",extrinsic,bbc,104,107,wid_2,"six residential homes in southampton are facing eviction because of a shortage of council tenants, the ",has learned.
32093224,TranS2S,"a huge tree has been unveiled in brack in brackck, county londonderry.",extrinsic,"a huge tree has been unveiled in brack in brackck, county londonderry",1,70,wid_0,,
32093224,TranS2S,"a huge tree has been unveiled in brack in brackck, county londonderry.",extrinsic,"a huge tree has been unveiled in brack in brackck, county londonderry",1,70,wid_1,,
32093224,TranS2S,"a huge tree has been unveiled in brack in brackck, county londonderry.",extrinsic,"a huge tree has been unveiled in brack in brackck, county londonderry",1,70,wid_2,,
39370900,TranS2S,"northern ireland\'s first minister, martin mcguinness, has launched an appeal to find out whether the government should be set up a campaign to",extrinsic,"northern ireland\'s first minister, martin mcguinness, has launched an appeal to find out whether the government should be set up a campaign to",1,143,wid_0,,
39370900,TranS2S,"northern ireland\'s first minister, martin mcguinness, has launched an appeal to find out whether the government should be set up a campaign to",extrinsic,"northern ireland\'s first minister, martin mcguinness, has launched an appeal to find out whether the government should be set up a campaign to",1,143,wid_1,,
39370900,TranS2S,"northern ireland\'s first minister, martin mcguinness, has launched an appeal to find out whether the government should be set up a campaign to",extrinsic,"northern ireland\'s first minister, martin mcguinness, has launched an appeal to find out whether the government should be set up a campaign to",1,143,wid_2,,
37018844,TranS2S,defending champion novak djokovic suffered a surprise defeat by juan martin del potro in the first round of the rogers cup in toronto.,extrinsic,defending champion novak,1,25,wid_0,,djokovic suffered a surprise defeat by juan martin del potro in the first round of the rogers cup in toronto.
37018844,TranS2S,defending champion novak djokovic suffered a surprise defeat by juan martin del potro in the first round of the rogers cup in toronto.,intrinsic,defeat by juan martin del potro in the first round,55,105,wid_0,defending champion novak djokovic suffered a surprise ,of the rogers cup in toronto.
37018844,TranS2S,defending champion novak djokovic suffered a surprise defeat by juan martin del potro in the first round of the rogers cup in toronto.,extrinsic,rogers cup,113,123,wid_0,defending champion novak djokovic suffered a surprise defeat by juan martin del potro in the first round of the ,in toronto.
37018844,TranS2S,defending champion novak djokovic suffered a surprise defeat by juan martin del potro in the first round of the rogers cup in toronto.,extrinsic,defending champion novak,1,25,wid_1,,djokovic suffered a surprise defeat by juan martin del potro in the first round of the rogers cup in toronto.
37018844,TranS2S,defending champion novak djokovic suffered a surprise defeat by juan martin del potro in the first round of the rogers cup in toronto.,intrinsic,defeat by juan martin del potro in the first round,55,105,wid_1,defending champion novak djokovic suffered a surprise ,of the rogers cup in toronto.
37018844,TranS2S,defending champion novak djokovic suffered a surprise defeat by juan martin del potro in the first round of the rogers cup in toronto.,extrinsic,rogers cup,113,123,wid_1,defending champion novak djokovic suffered a surprise defeat by juan martin del potro in the first round of the ,in toronto.
37018844,TranS2S,defending champion novak djokovic suffered a surprise defeat by juan martin del potro in the first round of the rogers cup in toronto.,extrinsic,defending champion novak,1,25,wid_2,,djokovic suffered a surprise defeat by juan martin del potro in the first round of the rogers cup in toronto.
37018844,TranS2S,defending champion novak djokovic suffered a surprise defeat by juan martin del potro in the first round of the rogers cup in toronto.,intrinsic,defeat by juan martin del potro in the first round,55,105,wid_2,defending champion novak djokovic suffered a surprise ,of the rogers cup in toronto.
37018844,TranS2S,defending champion novak djokovic suffered a surprise defeat by juan martin del potro in the first round of the rogers cup in toronto.,extrinsic,rogers cup,113,123,wid_2,defending champion novak djokovic suffered a surprise defeat by juan martin del potro in the first round of the ,in toronto.
35426361,TranS2S,"octopuses may have to change the colour of octopuses, a study suggests.",,,-1,-1,wid_0,"octopuses may have to change the colour of octopuses, a study suggest",.
35426361,TranS2S,"octopuses may have to change the colour of octopuses, a study suggests.",intrinsic,octopuses,1,10,wid_1,,"may have to change the colour of octopuses, a study suggests."
35426361,TranS2S,"octopuses may have to change the colour of octopuses, a study suggests.",intrinsic,octopuses,1,10,wid_2,,"may have to change the colour of octopuses, a study suggests."
39935729,TranS2S,a memorial service will be held in staffordshire to mark the centenary of the death of pc keith palmer.,,,-1,-1,wid_0,a memorial service will be held in staffordshire to mark the centenary of the death of pc keith palme,.
39935729,TranS2S,a memorial service will be held in staffordshire to mark the centenary of the death of pc keith palmer.,,,-1,-1,wid_1,a memorial service will be held in staffordshire to mark the centenary of the death of pc keith palme,.
39935729,TranS2S,a memorial service will be held in staffordshire to mark the centenary of the death of pc keith palmer.,extrinsic,service,12,19,wid_2,a memorial ,will be held in staffordshire to mark the centenary of the death of pc keith palmer.
39935729,TranS2S,a memorial service will be held in staffordshire to mark the centenary of the death of pc keith palmer.,extrinsic,centenary,62,71,wid_2,a memorial service will be held in staffordshire to mark the ,of the death of pc keith palmer.
